label,Question 
invalid,anyone apart from me who should make it to AMC
invalid,Questions on academics (PGDM), ranging from MANAC to economics and MS Excel
invalid,Keynesian Vs Classical, Types of Costing, Lookup in excel, Branding
invalid,General questions on the current education system in India
valid,Asked about job profile
invalid,How was your day?
valid,Tell us about yourself
valid,Tell us about your training and project
invalid,What is NPSH ? Explain its significance
invalid,How does aeroplane fly? Means how it adjusts it's height
invalid,What is CPM and PERT ? Explain its difference
valid,What are your strengths and weakness?
invalid,Aerodynamic profile application in fluid machinery
invalid,Have you appeared in any other PSU interview
valid,Why u want to join us?
invalid,Case: Your friend wants to enter into the business of selling yoghurts. What will you recommend to him?
invalid,You are a consultant to the CEO of XYZ company. He wants you to improve the profitability of his business. Help him out
valid,Tell me something about yourself
valid,Why consulting?
invalid,Why Strategy&?
valid,Tell me something which is not in your resume
valid,Tell us about yourself
valid,Tell us about your training and project
invalid,What is NPSH ? Explain its significance
invalid,How does aeroplane fly? Means how it adjusts it's height
invalid,What is CPM and PERT ? Explain its difference
valid,What are your strengths and weakness?
invalid,Aerodynamic profile application in fluid machinery
invalid,Have you appeared in any other PSU interview
valid,Why u want to join us?
invalid,The questions were simple and 'Get to know you types'
invalid,As my minor was nano, he drilled me on the concepts concerning medical applications of the same
invalid,If I had to propose a project, what would it be?
invalid,What does Philips HIC do?
valid,Introduce yourself
valid,What are your interests?
valid,What do you know about Philips Healthcare?
valid,Tell about your previous intern?
invalid,How much comfortable are you with programming languages?
valid,Tell me about yourself
invalid,What is your background knowledge on Image Processing and Machine Learning?
valid,What are your strengths and weaknesses?
invalid,Whats your experience with computer vision?
valid,About DSP? What are things the you have learnt?
valid,what are the techniques used in ML for CV apart from CV?
valid,Tell me about your self?
invalid,Why are you keen in joining Tyco?
invalid,What is ur favourite subjects.?
invalid,Tell me some miracle in thermodynamics?
invalid,What is second law of thermodynamics and prove it.
invalid,Steel making process and machine shop
invalid,Bloom and billet mill
valid,Tell me about ur family
invalid,Project related questions
invalid,Production engineering questions
invalid,Material science questions
invalid,questions related to programming and workshops related to that
invalid,questions related to family background and job location were discussed
invalid,1. About Dragline and Dumpers used in mining
invalid,2. What is the difference in the speeds of camshaft and crankshaft?
invalid,3. G codes in CNC, What is CNC?
invalid,4. Difference types of chips in metal cutting
invalid,5. Discontinuous chips are formed in which materials?
valid,Output Response of RLC circuits
invalid,Effect of temperature on Leakage current
invalid,Some Tricky questions on KCL and KVL
valid,Complex RC circuits
invalid,Effect of opamp's bandwidth
invalid,Question on power dissipation in a CMOS circuit
invalid,Bode Plot Analysis
invalid,One valid reason, why you won't go for a MS, apart from financial crisis
valid,Tell us about yourself
invalid,What is sequential logic?
invalid,What is the difference between mealy and Moore state machine?
invalid,Study comp org and cache
invalid,how would you go about measuring carbon dioxide concentration in a room,factors affecting it?
invalid,A short quantitative case on the profitability of a bank
invalid,Long quantitative case based on the economics of a breakfast chain with falling sales
invalid,Analysis of the profitability of credit card companies
valid,Tell about yourself
valid,About image processing OCR
invalid,Minimum no of steps needed to find the value of a nth order polynomial by making calls to a function that can compute the value of a 1st order polynomial( ax+b ). What is the answer if we can do parallel processing which allows us to call the function simultaneously any no of times
invalid,What is homography?
invalid,What is perspective distortion? How do you correct it?
invalid,What is histogram equilization. What does it do to the probability distribution of pixels?
invalid,How many laws of thermodynamics? Applications of each of them. What is dB Amp
invalid,IC engines- Spark plug, how combustion takes place, what is dtsi, why is it used, Types of engines- 2 stroke vs 4 stroke
invalid,Humidity ratio- how is it measured? ( Two types) What does 1 ton refrigerator mean? Parts of refrigeration cycle? Which is the smallest component?
invalid,What would you like to do? ( Design of rockets or design of electronic components with heat transfer applications) Then
invalid,What material will you choose Al or Mg for designing and why? What is concurrent engineering?
invalid,What is difference between rocket and missile?
invalid,Write a 10 digit largest number with some constraint (I didn\xc3\xa2\xe2\x82\xac\xe2\x84\xa2t remember the exact constraint but it\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s a standard question)
invalid,Guesstimate the number of viewers to a sports blog
invalid,How to assigning the new task to employees based on their past performance
invalid,Some Probability problems
invalid,Guesstimate how much a thief, who operate on shopping can earn in a year
invalid,The probability of a car passes the highway in a subset time if the probability of a car passing in one hour given
invalid,Some basic HR questions
valid,Tell me something about yourself
valid,Can you explain  more about your project, What was your role in it ?
invalid,Which is the subject you like the most?
valid,Can you draw a CMOS inverter and explain
valid,Can you explain 5 level of working of an Inverter
invalid,What is strong 1 and strong 0 concepts in an inverter
valid,What you know about layout designing, which tool you have worked with
valid,Can you introduce yourself
valid,which is your favorite subject throughout your course of  study
invalid,What is virtual ground concept in an op-amp
valid,Can a draw a basic transistor amplifier and explain
valid,Why we prefer voltage divider bias circuit over others.
invalid,What is load line, What is difference between dc load line to that of ac load line
invalid,What is Q point, how does voltage divider bias fix Q point
valid,What you know about stabilization concept in an amplifier
invalid,Can draw n basic RC circuit for low pass filter and explain
invalid,How will be the charging and discharging of Capacitor in this circuit.
invalid,Can you draw the waveform for charging and discharging current.
valid,What are the conditions for an RC circuit to work as an integrator/differentiator Can you derive it with this circuit
invalid,What is the difference between small signal analysis to that for large signal anaysis
invalid,How good are in programming. Rate out of 10
invalid,What are second order effects in CMOS. Can you explain each one?
invalid,How does the current equation changes when second order effects taken in account
valid,What you know about CMOS latch-up. Explain with help of circuitry.
invalid,How can we avoid latch up in a CMOS circuit
invalid,Why CMOS is preferred over NMOS and PMOS.
invalid,Draw cross sectional view an NMOS and explain its electrons flow level working
valid,Characteristics curve for NMOS, PMOS and CMOS
valid,Introduce yourself
invalid,Why Intel?
valid,What was the work in your previous company. Why you want to switch the company?
invalid,One question to check how I deal with stress situations
invalid,One question to check how I Manage an Event Inside Intel
valid,What is your salary expectation?
valid,Any questions that you have to ask us?
invalid,Estimate the amount of white paint required for speed breakers in Delhi
invalid,Estimate the number of traffic signals in Delhi
invalid,I own a cab service.Should I enter Delhi?Why or why not?
invalid,Population of various states of india
invalid,Headline of todays newspaper
invalid,Estimate how many tickets can a movie theatre sell in a day
invalid,Some question on family background
valid,Define software for embedded?
valid,for an embedded device what do you prefer? with OS or without OS?
valid,explain 8051 registers assembly
invalid,Draw SDLC
valid,Are you willing to work overtime or at weekends when required to?
invalid,What is a pointer?
invalid,Draw the 3-Tier Architecture of DBMS
invalid,Write the pseudo-code of Fibonacci Series
invalid,What is pointer of a pointer?
valid,Tell me something about you that you would like to highlight
valid,Tell something about yourself
valid,What are your Hobbies?
valid,Tell me two strengths and two weaknesses
valid,Are you willing to relocate?
invalid,Are you aware of the work TCS does? And can you take that much pressure?
invalid,Do you have a question for me?
valid,Are you willing to relocate?
invalid,Do you have any backlogs? Or gaps in between courses?
invalid,How to divide the frequency of the clock by two?
invalid,How to divide the frequency of the clock by three?
invalid,What is FSM and explain the differences between the Mealy and Moore machines?
invalid,Design a sequential circuit to detect a sequence 001001?Explain it?How can you reduce the minimum number of states in this design?
invalid,I was asked two simple puzzles too!
invalid,I was asked questions on my project.The tools I used,the design etc
invalid,What is FPGA and what are its advantages?
invalid,What is CMOS?Why CMOS?Distinguish the advantages and disadvantages of it?compare it with BJT
invalid,Draw the CMOS inverter circuit and derive the transfer characteristics of inverter.What are the regions of operations of it?
invalid,Derive the current equation of MOS transistor current equations?Both saturation and linear regions!
invalid,Questions on L-C-R circuits
invalid,Questions on flipflops?Like Make a T flipflop from JK flipflop,D flipflop
invalid,questions on inductor and capacitor?Their differences?And few other related questions
valid,Tell me about yourself?
valid,Your strengths and weakness?
invalid,Why less CGPA even though mine is > 8?
invalid,Why din't you attend the company PPT?
invalid,Why Samsung?
invalid,Where is the head quarters of Samsung?
valid,What are your dreams?Interests?passion?
invalid,Are you okay with Bangalore?
valid,Tell me about your family and few more personal questions!
invalid,How do you explain classes and objects to a 1st standard kid?
invalid,Explain me some of the Object Oriented Programming Concepts?
invalid,How many barbers are required for a hypothetical town with 10000 people?
invalid,Why IT? Why not mechanical jobs?
valid,What do your thick friends think about you? What do your acquintances think about you?
valid,What do you professors think about you?
valid,Projects you are proud of? Resume highlights
valid,Introduce yourself
valid,Tell me more about your achievements
valid,What sort of projects do you work on ?
invalid,What is the difference between a hardworker and a smartworker?
invalid,What makes you say that you are more of a developer than an analyst ?( I was asked for choice )
invalid,Why is Zuckerburg in news these days?
valid,Tell me about yourself
invalid,Which is your favourite project (among mentioned in resume) and why?
invalid,OOPs concepts
valid,Explain inheritance
invalid,Difference between finally , finalize and final
invalid,Private vs final keyword in considerance with member functions in an application offered to the user
valid,Write an interface
valid,Difference between Abstract class and Interface
invalid,Inheritance types in Java
invalid,Order of multiple catch blocks in a single try block in java. Will it compile if the general catch was before the specific one?
valid,What do you know about Garbage collection
valid,Write code for connecting a java application to the database
invalid,What is JSON?
valid,explain  about ur project..?
valid,Tell Me About urself?
invalid,And questions on the things which you mentioned in the Resume
valid,Tell me about yourself
invalid,Opinion on FinTech companies
invalid,How will you design a Peer-to-Peer lending platform for ICICI
invalid,How will you implement lean in banks?
valid,Tell me about yourself?
invalid,they asked me only what i have mentioned in my resume. My first question was swap two numbers without using third variable
invalid,What is the difference between arrays and linked list. Which one is better
valid,Tell us about yourself?
invalid,How do you manage your tuition classes with your college hectic schedule?
valid,Will your parents allow you to work late at night and in weekends?
valid,What have you done in your research paper?
valid,What was your role in your minor project?
invalid,What are the different types of concrete?
valid,What was your minor project?
valid,What is the slump value for pumpable concrete?
valid,How do you measure slump in field?
invalid,What are the tests carried out on aggregates?
valid,Draw the work breakdown structure for a ROOM with foundation
invalid,What is the highest grade of concrete you have used?
invalid,SFD and BMD of a beam
valid,Tell me about yourself
valid,What are your hobbies?
valid,What are your plans about future?
valid,Are you willing to shift anywhere in India?
valid,What would you do if you are not selected today?
invalid,Why do you want to be a Software Engineer? What drives you?
valid,Tell me something about yourself?
valid,Why do you want to join Amdocs?
valid,Convince me to hire you
valid,What are your strengths and weaknesses?
valid,What are your future plans?
valid,what is your area of interest?
valid,which ic you want to join in l&t?
invalid,what is the procedure for form work removal on site?
invalid,what is difference between nominal & design mix?
invalid,what are the main admixtures used in concrete?
invalid,what will you do if transit mixer getting delay in reaching site before the i.s.t. of cement?
invalid,difference between one way and two way slab?
invalid,what is the green building?
invalid,why it is required to design the mix on site?
invalid,what are the common tests performed on concrete and cement?
valid,how will u measure the workability of concrete on site?
valid,tell about yourself
invalid,what was your rank in jee mains?
invalid,why you chose civil engineering?
valid,why do u want to join l&t?
valid,in which ic u want to work?
invalid,what will you do if u will not get ur favorite ic?
valid,tell about ur family
invalid,what extra curricular activities u do in college?
invalid,share some experience of your life in this college?
valid,tell about your qualities
valid,why you want to join construction company?
valid,what do u know about the company?
valid,why we should hire you?
invalid,SQL Querry
invalid,Programming
invalid,Projects
invalid,Project
invalid,HR Questions
valid,Tell me something about yourself
invalid,Offered me cold drink then looked through my resume and went straightaway to my extracurriculars. So you have done tshirt painting so tell me the steps of ordering tshirts for 100 people in details
invalid,Build table(s) based on your descriptions
invalid,What is primary key?
invalid,What is candidate key?
invalid,Which is the primary key in the table(I had constructed a single table)?
invalid,He asked me to introduce some more attributes in the table and then asked me if i required to break the single table?
invalid,How to maintain relation between the broken tables if at all i require breaking?
invalid,Asked to mark the primary key in each table and foreign keys
valid,A C program to reverse a given number
invalid,Difference between C and Java
invalid,Layered diagram of Operating System cimponents
invalid,Explain mesh topology and how is it used in my college
invalid,Drawback of mesh topology and how it could be solved
invalid,Why Noruma?
valid,What would you do if your team member is not available or not contributing to a project which you need to complete urgently?
valid,What is the guarantee that you will work with us?
valid,What if our working language changes suddenly, would u quit ?
invalid,Some questions on my hobbies
valid,Introduce yourself
valid,What is your goal in life?
valid,How do you define success for yourself?
valid,What are the qualities of a team member and team leader?
invalid,Why nomura?
valid,We work on a single domain so are you sure you would be happy to work with finances ?
invalid,Family related and interests related discussion
invalid,Do you have any question?
valid,Tell me about yourself
valid,Tell me about your project
invalid,Difference between primary key and unique key
valid,A basic C program to find the frequency of an alphabet in a string
invalid,2 trick questions
invalid,How you started your day?
valid,Tell me about your hobbies
valid,Do you have any problem in relocation?
invalid,What if you are sent to Coimbatore? How will you manage there?
invalid,Questions on modern day technology
invalid,IRON CARBON DIAGRAM
valid,STRESS STRAIN CURVE
invalid,SHAPE MEMORY ALLOYS
valid,TELL ME ABOUT UR SELF
valid,YOUR  GOALS
invalid,ABOUT THEIR COMPANY
invalid,Difference between mongodb and relational model.
invalid,Questions related to static and global variables in C
invalid,Some standard Linked List questions
valid,Questions asking to describe academic projects
invalid,Some general HR questions like Why Samsung ? etc
invalid,Predict the Number of people online on Facebook right now in Chennai
valid,Tell me about yourself
invalid,Two rounds of behavioural interview
valid,Briefly go through your resume
invalid,Why low CPI ?
invalid,Some Basic questions regarding projects and puzzles
invalid,Again why low CPI ? just to test your mantle
invalid,Extra-Currics
valid,Strength and weakness
invalid,GCM FCM
valid,Salary and other details
valid,How long would you expect to work for us if hired?
invalid,what is ductility?
invalid,what is toughness?
invalid,what is composite?
invalid,what is  stir casting ?
invalid,why ntpc
valid,what type of poetry you write
invalid,whom you listen
invalid,Are you familiar with repositories and version control?
valid,What is MVC? Explain
invalid,Logical Series based questions
invalid,Do you have any experience with web services?
invalid,Basics of Ajax , JSON
valid,What are your Salary expectations?
invalid,What is your notice period?
invalid,What ever you mentioned on your resume, they will ask that
valid,Prepare your technical skills well
invalid,First Round
valid,question related to your company, how many member in your team
valid,Role and current salary and expected salary
invalid,All question related to my Expertise tech
invalid,It was good
invalid,Normal Puzzle
invalid,Only Senior Management Taken Casual Round
invalid,Final HR Round For Negations
valid,Tell us more about your self and your Motivations ?
valid,How does your day look like in your current Job ?
invalid,How do you tackle low performers ?
invalid,They practically test you in the final interview, lets say real mock calls if they are hiring for Inside Sales or Business Development roles.
invalid,Your current and expected take home
invalid,There is just single technical plus HR interview
invalid,About finance and banking
invalid,Explain the first 5 steps you would take in Off Page SE Optimization of a new website
invalid,What would you do if you consistently fail to complete the given tasks within the stipulated time frame ?
valid,CEO Round - What would you like to achieve here in the next 1 year ?
invalid,How we manage the Team & Client
invalid,What types of Techinicial issuse you will solve for this website
valid,You have knowledge of data structure? Tell me about it
valid,Tell me something about your major project
invalid,What is your name ?
invalid,What does my name mean?
valid,What are your strenghts?
valid,Questions specific to previous internship or projects
valid,Random distributions. Optimizations. Coursework. Interests
invalid,Wine Poison Puzzle
invalid,Money Lending Business
invalid,Customer Acquisition (Break Even Analysis)
valid,Customer Delinquency and Fraud Management
invalid,How would modify a gmail notifier ?
valid,Tell me about yourself
valid,Some questions on your hobby
invalid,A qustion on a project mentioned in the resume
valid,Why finance? Why IT in particualr? What are your future plans
valid,Do you like to ask me any questions?
invalid,Where are you from?
invalid,Why do you choose chemical engineering? By rank or by passion?
valid,Why do you want to intern in Citicorp?
invalid,Some more quesions based on your previous answers
valid,Tell me about yourself?
invalid,How has the institute treated you?
invalid,What all things have you learnt after joining college and what is your passion?
valid,Tell me about your position of responsibilty?
valid,How can you relate your passion to this intership?
invalid,Why particularly Visa?
invalid,What all things do you find on a cerdit/debit card?
invalid,Technical, How can you store the card details of different people?
invalid,Technical, How can you search for a particular name, given a list of different people?
invalid,Technical, What is union?
invalid,Questions based on Resume
invalid,Wanted to know how am I going to pursue programming profile while doing after graduating in Electrical
valid,Name few accomplishments in your life for which you are really proud?
valid,Accomplishments as a team?
invalid,What is your motive in life/for this choosing to build your career in these lines?
valid,Why this profile?
invalid,Why CitiCorp?
invalid,A fish using 6 sticks was drawn in a specific direction and was asked to rotate in 180 degrees moving minimum number of sticks possible
invalid,Extension of question number 1- interviewer drew two fins and now asked to do the same
invalid,Which place are you from?
invalid,Why do you think almost all the IITs are populated mostly by students from the telugu states?
invalid,Few other questions related to resume
invalid,There are 25 horses and 5 tracks. Only by relative comparison in each race, find the minimum no of races needed to find the top three horses
invalid,Optimizing in how to find a name multiple times from a string
invalid,Signal Analysis
invalid,What are static, volatile, const in C mean ?
valid,Write a pseudo code to remove a node from a linked list
invalid,How do you manage ISR ?
invalid,What is the difference between task, process and thread ?
invalid,What is the difference between multi-threading, multi-processing and multi-tasking ?
invalid,What is mutex ?
valid,Tell me about yourself and the projects you have done
valid,What are your hobbies ?
valid,Do you have any questions you want to ask me ?
invalid,How much do you about Qualcomm ?
valid,Tell me about yourself
invalid,Bridge and torch problem : Four people come to a river in the night. There is a narrow bridge, but it can only hold two people at a time. They have one torch and, because it's night, the torch has to be used when crossing the bridge. Person A can cross the bridge in 1 minute, B in 2 minutes, C in 7 minutes, and D in 10 minutes. When two people cross the bridge together, they must move at the slower person's pace. What is the least time taken for them to get across the bridge?
valid,Given an array A[n], write a C program to find P and Q (P>Q) such that A[P] - A[Q] is maximum
invalid,A pyramid is given many blank spaces. Condition is that number in a cell equals sum of numbers in bottom two cells. Fill the blanks
invalid,What are the basic functions of OS?
invalid,What is scheduling? List different types of scheduling
valid,What is a deadlock? How to know if a deadlock is present?
invalid,What is Moore's Law?
invalid,Differentiate between a process and a thread
invalid,What are the advantages of having multi-core processor?
valid,Tell me about yourself and your family briefly
valid,Tell me about your course projects
valid,Tell me about your professional experience
valid,What are your academic interests?
valid,Explain one CS topic(of your choice) in layman terms
valid,What are your location preferences?
invalid,Would you like to have a pizza slice? ;)
valid,Tell us about yourself
valid,What are your interests? Which is your favourite course/topic in CS?
valid,Tell me about yourself
invalid,Find DTFT of a signal
invalid,Find CTFT of a periodic signal
valid,What is a program, task and threads
invalid,Delete a node in a linked list
invalid,What is a function pointer and volatile type in c
valid,Summarise your resume
invalid,Prove the sampling theorem
invalid,Use the sampling theorem for unsymmetrical signals and find the nyquist frequency
invalid,Find the number of parallelograms in an mXn set of parallel lines
invalid,A question on upsampling and downsampling of a discrete time signal
invalid,Design a 4:16 decoder using 2:4 decoders
invalid,Questions based on RC circuit, Clipper, Clamper, Setup time hold time
invalid,x1,x2,x3...xn has fourier transform X (bandwidth Fb) Find the fourier transform of x1,0,x2,0,x3,0
valid,Explain Nyquist sampling theorem
valid,Tell about yourself, wat keeps you motivated
invalid,Describe an LTI system
invalid,Differentiate between call by value and reference
invalid,How would you find the impulse response of a system?
invalid,Why Qualcomm?
invalid,Basic DSP and Probabilty questions
valid,Resume and career objectives
invalid,How many parallelograms are there in a grid of mxn parallel lines?
invalid,Derive the sampling theorem
invalid,How does the frequency spectrum change if alternate samples in the time domain are negated?
valid,RC circuits with diodes
invalid,Setup, hold time and maximum clock frequency based question
invalid,How do you construct a 4x16 decoder from 2x4 decoders with enable pins
valid,Tell me about yourself and your family and your interests (courses, hobbies)
valid,Do you recall an incident in your life that was difficult to overcome?
valid,What do you think about Qualcomm as a company?
invalid,Why your CGPA is so low ?
invalid,Questions regarding my Time Series Analysis Project
invalid,Questions about numerical computations techniques like Newtons Raphson Method
invalid,Walking through your resume
invalid,2-3 Puzzles (techinterview)
invalid,Your inclination towards Startups doesn't support your job-application
invalid,Explain Fourier Series based on your understanding
invalid,If two sine waves of different frequency are added will resultant wave be periodic. If so what is period
invalid,What does odd and even harmonics of fourier series signify
valid,Explain aliasing, nyquist sampling theorem
invalid,If a sine wave is sampled at 1.5 times its original frequency, can the original wave be retained? (Ans: Yes)
invalid,What was the learning outcome from your leadership experience?
invalid,What was the learning outcome from your (particular) project ?
valid,Are you into electrical related companies or companies which offer leadership profile?
valid,One word in which your friends would describe you?
valid,Anything you would like to ask me?
invalid,Task Scheduling
invalid,A set of 52 tasks were given with lots of constraints, we were supposed to prioritize all of them
invalid,A set of routes of vehicles with the cost and constraints were given, and the cost has to be optimized
valid,What are your career plans?
invalid,Why is there an infinite capacitor in a MOSFET amplifier?
invalid,What do you mean by a small signal?
invalid,Derive the voltage across the capacitor for a DC step and a sinusoid
invalid,Transfer functions of RLC circuit
invalid,What is a Johnson counter?
invalid,What happens when a MOSFET is not ideal?
invalid,Thevenin and Norton equivalents?
invalid,What happens as I vary both inputs of a NAND gate from 0-5 V
invalid,Design a mod counter using any flip flop
invalid,What courses do you like?
invalid,What courses do you dislike?
invalid,Why Engineering Physics?
invalid,What do you do in your free time?
valid,What motivates you?
invalid,Simple Techinal Questions
valid,General questions about yourself and why you chose TI
invalid,first 3-4 questions based on my previous intern
invalid,rest of the questions were on basic RL,RC circuits
invalid,some very personal questions to begin with
invalid,why texas instruments?
invalid,Mostly related to RLC circuits
invalid,related to resume
invalid,Arrange 4 balls in space such that they are equidistant from each other
invalid,Draw a functional block diagram of a transducer
invalid,What is the rough output of a black box that kills lie frequencies, taking a rectangular pulse as input
invalid,Resistances R, 5R, 9R, 13R... are placed in series. What is the cumulative resistance
invalid,How can a 2:1 multiplexer be used as an AND gate
invalid,How can you swap the values of 2 variables without using a 3rd temporary variable. FOLLOW UP: how can this be generalized for cyclic rotations of 3,4... N variables
valid,Tell me a little about yourself
invalid,Why TI?
invalid,What is 'X'? (X was one of my projects)
invalid,What is the one biggest change in you after coming to IIT?
invalid,What are your plans after graduation?
invalid,Circuit solving and finding the V-I charecteristics
invalid,Resume questions
invalid,Basic question on sum of series of resistors in AP
invalid,Question on circuit of 2 way switch
invalid,A rectangular pulse was passed through a black box which destroys high frequency .How would output look?
invalid,Question on finding minimum and kth minimum of array
invalid,Can 4 equidistant points exist in space ?
valid,Why do you want to join this company?
invalid,Who is your inspiration?
invalid,What could you have done better in your life?
valid,Tell me about self
invalid,malloc vs calloc
invalid,work of VISA
invalid,Cyber security related question
invalid,few probability questions
invalid,one question on trees
invalid,one on DP
invalid,Testing whether every left child's value is less than the right child's value in a binary tree
valid,Cloning a linked list-like structure
invalid,Finding the nth character in a stream of bytes
invalid,Rearranging a string so no consecutive characters are the same
invalid,Finding the next highest palindrome
invalid,To canonicalize a directory path
invalid,25 horses puzzle
valid,Linked list Algorithms
invalid,Queue based questions
invalid,Probability based questions
valid,Implement atoi()
invalid,Delete node from singly linked list given only node address(head not given)
invalid,Find largest profit that can be made from buying and selling a stock once given 30 days price info
invalid,Given a 2n element array with n odd and n even nos, modify it so that all even indices have odd nos while odd indices have even nos
invalid,Questions on Thermodynamics, Heat Transfer and Fluid Mechanics
valid,Describe your previous Intern
valid,Describe about your extra/co-curricular activities
valid,Why ITC?
valid,Describe about yourself
valid,Describe all the projects mentioned in your resume
invalid,Algorithmic Coding, Testing, Databases & other CS Concepts
valid,Please explain in detail about the project you've mentioned in your resume
invalid,About my family
invalid,Financial Interview
valid,Tell me something about yourself?
valid,What are your weaknesses ?
invalid,Have you done any internship before?
invalid,How did you get to know about Tonetag?
valid,What was your stipend in your previous internship?
valid,What do you expect from us?
invalid,What is the stipend you are expecting from us?
invalid,They were seeking intern who can work to enhance the removal efficiency of Sulfur from CFBC (Circulating Fluidised  Bed Combustion Boiler). So they directly asked how can you increase removal of Sulfur
invalid,They asked me optimise the code I had written for the first question
invalid,Given a binary tree, find out the maximum sum path from root to leaf. This problem, but they said tree has only positive integers. http://www.geeksforgeeks.org/find-the-maximum-sum-path-in-a-binary-tree/ . To store the path I had used global array. They asked me alternative to global array, I said passing array as parameter. Then they asked me about disadvantages of using global variables
invalid,Given a list of words. Given three operations find out the minimum steps to reach from source string to destination string. Basically, http://www.geeksforgeeks.org/length-of-shortest-chain-to-reach-a-target-word/ this is the problem with some modification. For this question I said I will use graph traversal techniques. So, they started asking about BFS and DFS, when to use them.
invalid,what did you do in the institute ?
invalid,Analyzing a data set
invalid,Which sector do you prefer for a job - core or non core and why?
valid,Previous internship experiences?
valid,Tell me about yourself
invalid,Mostly questions on my work experience at Capital One  and what I learnt out of it
invalid,One basic question on marketing strategy of a company
valid,Why Accenture? Why consulting?
valid,Pure HR interview with all kinds of standard HR questions  like leadership examples, strengths, why consulting, hobbies,   social work etc
invalid,Partner Round- Checking the fit. Similar questions as earlier. No case studies or guesstimate
valid,Tell me about yourself?
valid,Why did you choose consulting as a career?
invalid,Why Deloitte?
valid,Long term goals?
invalid,Questions regarding my prior work experience and my role and scope in R&D
invalid,There were a few HR questions primarily based on why consulting as a career
invalid,The client is an automobile firm with an annual turnover of around $10b. Our client has a parts supplier which has an annual business of around $400m (90% of their total business was done with our client). On one day, our client company\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s CEO gets a call from their supplier that due to financial troubles, they are going to shut down operations from next month onwards. The case was about recommending solutions to our client in this scenario
invalid,Synthesis presentation round with two senior managers : The third round was act based with a senior manager acting as a client. I briefly gave the synthesis of the case with my recommendations. This was followed by a few counter questions asked by senior manager (acting as a client) which I answered briefly. Once they were satisfied with my answers, we went back to normal mode where few questions regarding the expectations from the internship, expected learnings, etc. were discussed
invalid,Questions on hypothesis testing
valid,Why consulting?
invalid,Why Deloitte?
invalid,Asked me to sing as I looked nervous in the beginning of the interview
invalid,How your analytical skills will help in consulting
invalid,It was a case based round. A case was provided which dealt with the sources of revenues and profit and the various advertisement mediums to be reckoned for the summer Olympics in 2015. It was a calculation intensive case, so it involved simple calculations for which the interviewer gave some time. Went for around 40 minutes
invalid,The case which was discussed in Round 2 had to be presented to a senior partner. What followed was an in-depth discussion on the same case and another case. This round lasted for around 30 minutes
invalid,Quick chat about the CV, some relevant interest areas around my work-ex and some PoR\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s
invalid,Case around Computers/Laptops manufacturer\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s service revenue increase : There is a computers/laptop manufacturer, global leader, with two revenue streams \xc3\xa2\xe2\x82\xac\xe2\x80\x9c Primary selling of products Service revenues from maintenance, repair and replacement parts Global average split is 75%-25% respectively but India split is 95%-5%.  Problem Statement: To increase revenue stream from services in India
invalid,Brief introduction followed by a case
invalid,The case was concerning a mobile device manufacturer facing a decline in profits. It had opened new stores through a franchisee recently and started selling products at a lower price. This had affected the equation with the set of old retailers. In addition the margins provided to the retailers by the client weren\xc3\xa2\xe2\x82\xac\xe2\x84\xa2t competitive which were causing it to lose sales
invalid,The interviewer had shaken things up a little by doing away with the conventional over the table discussion and the case was solved on a blackboard. Problem statement was developing a presentation to be made at a round table conference of procurement managers. I started off by laying out the broad structure of the presentation. Later the discussion moved onto coming up with different environmental factors that need to be included which would concern the day to day work of a procurement manager. I bucketed these factors into Political, Economic, Social, Technical and generated ideas for each backing them up with recent events eg. Under economic factors one of the concerns was currency fluctuation which would affect price of procurement and how hedging could mitigate the risk
invalid,Brief introduction followed by a couple of experience based questions
invalid,The case was about a pharmaceutical company launching a new vaccine and looking to decide upon a pricing strategy. I listed the 3 factors I would consider to fix the price point - manufacturing and selling costs, pricing of competitive products, value of product to customer. The interviewer directed me to consider the first factor since there were no competing products and the third factor was very qualitative. The problem was then reduced to estimating the size of market, forecasting sales and asking questions to get complete information about the costs involved (R&D, Patents were major costs)
invalid,Introduction and basic questions
invalid,The case involved estimating the demand for the upcoming Mumbai metro. I proceeded by breaking the problem into three parts \xc3\xa2\xe2\x82\xac\xe2\x80\x9c shifting of passengers from Mumbai local, shifting of passengers from other modes of public transport, people shifting from private to public transport. I made reasonable assumptions about the % of passengers that would shift from each segment on the basis of the information I had about the metro routes. Post that there was some calculation involved in estimating the size of each segment as frequency multiplied by capacity (separately for peak and non-peak hours)
valid,PI Questions: Your past background
valid,How consulting fit in with your career goals
invalid,Identify the issue and make recommendations
valid,Tell me about yourself
valid,Tell me what you did in CRISIL
valid,How would you go about Rating a Company, lets say Bharti Airtel
valid,Tell  me  about  yourself.  Examples  from  life  to  justifyfor whatever points you had mentioned
invalid,Do you like travelling? Which all places have you been to? (A consulting job requires a lot of travelling. Make sure you justify that you love travelling)
valid,What  do  you  know  about  Accenture  and  ABC? Which vertical in ABC interests you the most?
invalid,You are a private company who has got the contract to install street  lights  in  Lucknow.  Guesstimate  the  number  of  street lights  that  will  be  required  and  the  expected  profit  you  think you can earn
