type,text 
noreview,"in true docudrama tradition , the supporting cast does not outshine the star , complementing his good efforts , instead . "
noreview," lumumba "" is a solid , interesting , educational and honest docudrama that should appeal to film buffs and politicos , both . it has more intelligence in its telling than anything i've seen out of hollywood for months and i give it a b+ . "
noreview,"apparently , director tony kaye had a major battle with new line regarding his new film , american history x . i don't know the details of the fight , but it seems that he is not happy with the final product , and nearly removed his name from the credits altogether . "
noreview,"i've heard about this kind of thing happening before , and it makes me wonder how much input a studio has over the films they produce . "
noreview,"as it is , i found american history x to be an extremely good film , not just because of tony kaye's focused look at the touchy subject of racism , but because of a powerful , charismatic performance from edward norton . "
noreview,"it's hard to believe that it has only been two years since norton's fantastic role in primal fear , but , here he is now , starring in his own film and making himself a star . "
noreview,"norton is one of those performers who becomes his character , and his work in american history x is one of the very best performances this year . "
noreview,"he plays a young man named derek vinyard , a skinhead living in venice beach with his brother , danny ( edward furlong ) , mother ( beverly d'angelo ) , and sister , davin ( jennifer lien ) . "
noreview,"the film opens with a flashback , in which derek brutally kills two black men vandalizing his car . "
noreview,"we find out that this lands him in prison , and the film from that point is seen through the eyes of danny . "
noreview,"in the present-time of the film , danny is in high school , and eager to follow the footsteps of his brother . "
noreview,"much of the film is told in flashback , and we see the path that leads to derek's adoption of white supremacy . "
noreview,"when derek is released , having served three years in prison , he finds that his brother is now a full-blown skinhead ; derek , however , has given up the violence , and tries to get his brother to understand why racism and the violence that comes with it are bad things . "
noreview,"what makes this all interesting is that these two young men are not stupid , thoughtless people -- they are intelligent and articulate , and voice their beliefs in disturbingly straightforward terms . "
noreview,"it's hard to make a controversial movie and not preach , but kaye has found the right note for his material . "
noreview,"because american history x is a mainstream film , there has to be a redemption phase for our main character -- some people may think that this is the only way to make him sympathetic . "
noreview,"i partially disagree with this , because , although i do not advocate racism in any way , it's interesting the way kaye presents derek -- he is a loud , obnoxious man , but he's also very smart . "
noreview,the reasons for why he becomes a skinhead are believable -- his father was arbitrarily killed by a group of black men . 
noreview,"it's clear that he's passionate about his beliefs , and that he's not just a punk looking for an excuse to beat people up . "
noreview,"of course , it helps that kaye has an actor as talented as norton to play this part . "
noreview,it's astonishing how frightening norton looks with a shaved head and a swastika on his chest . 
noreview,"in addition to getting the look just right , he's perfect for this role -- derek requires intelligence , depth , and a whole lot of shouting , and norton does it all with ease . "
noreview,"even when he's at his meanest , derek has a likable quality to him , and that's a gutsy approach when telling a story about a skinhead . "
noreview,what adds depth to the story is a subplot in which the principal of danny's school ( avery brooks ) becomes obsessed with purging the hatred from danny . 
noreview,"the other performances are all terrific , with standouts from furlong , d'angelo , and lien . "
noreview,"visually , the film is very powerful . "
noreview,"kaye indulges in a lot of interesting artistic choices , and most of them work nicely -- lots of slow-motion and strange camera angles add to a moody atmosphere . "
noreview,"but , like a lot of movies lately , american history x skims past greatness in the last few minutes . "
noreview,"although the climactic scene is very moving , the picture ends with a pretentious , preachy resolution featuring a brief narration from a character who was killed . "
noreview,"for a movie so smart a subtle up until that point , it felt like a slap in the face to be hand-fed a theme in such a simplistic way . "
noreview,"it makes me wonder what , exactly , tony kaye disliked about the final version of his film . "
noreview,perhaps this last scene was the problem . 
noreview,"it's hard to imagine any director not being at least partially pleased with a film this good -- in a time when so many movies are timid and weak , american history x manages to make a compelling argument for racism without advocating it any way . "
noreview,one of my colleagues was surprised when i told her i was willing to see betsy's wedding . 
noreview,and she was shocked to hear that i actually liked it . 
noreview,"her reaction was understandable when you consider that the film revolves around molly ringwald , who hasn't made a worthwhile film since 1986 . "
noreview,"but the fact is , betsy's wedding is also an alan alda film . "
noreview,"and while ringwald has been making duds for the last four years , alda has been involved with several noteworthy projects , including crimes and misdemeanors and a new life . "
noreview,"written and directed by alda , betsy's wedding is a vibrant slice-of-life , mixing a few dramatic moments into a big bowl of whimsical humor . "
noreview,alda's comic elixir is smooth and refreshing--and a welcome change of pace from the usual summer fare . 
noreview,"as bride and groom , molly ringwald and dylan walsh are the pivotal characters in the film , but they are by far the least interesting . "
noreview,"walsh is a nonentity , with all the screen presence of a door knob . "
noreview,ringwald is simply unbearable and is easily the weakest link in the chain . 
noreview,"she looks hideous with her short-cropped orange hair , red lip-stick and grotesque outfits . "
noreview,"she's supposed to be a dress designer , but she looks more like a clown . "
noreview,"and to make matters worse , ringwald's performance matches her appearance . "
noreview,"thankfully , alda keeps ringwald's screen time to a minimum ; he is far more interested in the colorful periphery characters . "
noreview,"the wedding is just a device to bring together the bride's working-class , italian family and the groom's rich , gentile family . "
noreview,"ringwald's folks are homey and down-to-earth , with alda as her free-spirited father , madeline kahn as her practical mother , and ally sheedy as her lonely sister . "
noreview,"walsh's clan , on the other hand , is prim , proper and ostentatious . "
noreview,"when the two families meet and mingle , the movie becomes a story of culture clash , or as one character puts it , "" money versus values . "" "
noreview,"ally sheedy , in a wonderfully understated performance , is one of the film's most pleasant surprises . "
noreview,sheedy expresses more with just her eyes than ringwald does with her entire body . 
noreview,"it's anthony lapaglia , however , who seizes the spotlight . "
noreview,"lapaglia plays stevie dee , a suave , overly polite mafioso who is formally courting sheedy with old-fashioned chivalry . "
noreview,lapaglia's sincere but dim-witted character is a riot . 
noreview,"and what's uncanny is that lapaglia is a dead ringer for robert de niro , with a little bit of alec baldwin thrown in for good measure . "
noreview,"lapaglia seems to have attended the de niro school of gangster acting , and his inspired performance is partly a tribute to his role-model and partly a rip-off . "
noreview,"i don't know whether to say a star is born or a star is re-born , but i do know that lapaglia's over-the-top performance should not be missed . "
noreview,"the scrumptious comic acting , however , extends well beyond sheedy and lapaglia . "
noreview,"joe pesci , in particular , sinks his teeth into his role as alda's unscrupulous brother-in-law , a slum lord with mob ties , who is cheating on his wife ( catherine o'hara ) . "
noreview,"alda , faced with challenge of both directing and acting , somehow finds just the right comic touch as the bride's financially-strapped father , a carpenter whose dreams are bigger than his wallet . "
noreview,"the film adopts alda's psychological point of view as he tries to one : plan the wedding , and two : pay for it . "
noreview,"as a filmmaker , alda's style of humor is remarkably restrained and tasteful . "
noreview,"and while he doesn't have the comic genius of a woody allen , alda does possess the inspiration to make movies which are ten times more entertaining than the slop which usually passes for comedy . "
noreview,"after bloody clashes and independence won , lumumba refused to pander to the belgians , who continued a condescending and paternalistic relationship with the congo . "
noreview,"their officers , particularly general janssens ( rudi delhem ) in the force publique , the congo's army , caused rebellions , undermining lumumba , who was outraged at the rape and murder of belgian nationals . "
noreview,"with unrest building , moise tshombe ( pascal nzonzi ) and the province of katanga , which contained 70 percent of the country's resources , proclaimed secession . "
noreview,"lumumba replaced janssens , making mobutu a colonel , and went on a pacification "
noreview,"tour with congolese president joseph kasa vubu ( maka kotto ) , but it was too late . "
noreview,"'when you want to drown a dog , you say it has rabies , ' prophesies lumumba of his own fate . "
noreview,"peck and bonitzer do an exemplary job telling a complicated tale with a myriad of players , although they frequently succumb to cliche , particularly regarding lumumba's private life . "
noreview,"peck's script illuminates bantu sayings like 'the hand that gives , rules' when lumumba uses it with the american ambassador . "
noreview,"peck's direction is less assured , with many scenes unfortunately playing like standard television fare . "
noreview,"he's served well , though , by his casting of ebouaney in the title role . "
noreview,"ebouaney is dynamic , radiating his character's fierce passion for his people and his country . "
noreview,"lumumba's intelligence and ability to strategize , even as he's cornered by insurmountable odds , are given life by ebouaney . "
noreview,peck's subject and lead actor elevate his film above its mediocre production . 
noreview,the american action film has been slowly drowning to death in a sea of asian wire-fu copycats . 
noreview,"it's not a pretty death , and it's leaving the likes of schwartznager , stallone , and van damme wearing cement galoshes at the bottom of a kung fu sea . "
noreview,"sometimes , the mix results in a mind-blowing spectacle unlike any other . "
noreview,"quality action with amazing and exciting stunt work , as in 1999's the matrix , can be a real gem . "
noreview,"but too often hollywood gets it wrong , even when they pay off chinese directors . "
noreview,flying ninjas and floating karate masters have been replaced by soaring bronx detectives and slow motion kicking scientists . 
noreview,mostly it's laughable . 
noreview,"in hollywood's rush to emulate the success of the matrix , trademark asian stunt choreography has become more of a joke than an art form . "
noreview,"but iron monkey , the latest asian import , shows us how to get it right . "
noreview,"iron monkey ( actually a reissue of a 1993 film ) is the story of a 19th chinese vigilante ( rongguang yu ) , fighting with his own unique style of shaolin kung fu for the rights of the oppressed and the bellies of the hungry . "
noreview,"but it is also a piece of the narrative of legendary chinese film hero wong fei-hong , most recently seen in one of the most overlooked , and possibly best films of 2000 , drunken master 2 ( released in the u . s . as the legend of drunken master ) . "
noreview,"unlike drunken master 2 , which stars jackie chan as an adult fei-hong , iron monkey finds a much younger fei-hong ( sze-man tsang ) and his father wong kei-ying ( yen chi dan ) thrust into the middle of iron monkey's fight against oppression . "
noreview,"iron monkey succeeds as no kung fu film since drunken master 2 . at times , fighting styles , especially that of monkey himself , do devolve into the ridiculous twinkle-toed floating of films like crouching tiger , hidden dragon , director yuen wo ping eventually remembers to bring his action scenes back to earth . "
noreview,"iron monkey is at its heart a hardcore , kung fu action film rather than any kind of drama a la crouching tiger . "
noreview,"however , there are brief moments of profoundness shared between characters , such as those that pass between our outlaw hero and his good-hearted but misguided enemy , chief fox . "
noreview,"in those moments , and in others , iron monkey manages to transcend its mindless kung fu nature to touch the hearts and minds of its audience . "
noreview,"while in no way the equal of a masterpiece like drunken master 2 , iron monkey dances quite nicely to the invading kung fu tune . "
noreview,aka siunin wong fei-hung tsi titmalau . 
noreview,"after watching "" rat race "" last week , i noticed my cheeks were sore and realized that , when not laughing aloud , i had held a grin for virtually all of the film's 112 minutes . "
noreview,"saturday night , i attended another sneak preview for the movie and damned if i didn't enjoy it as much the second time as the first . "
noreview," rat race "" is a great goofy delight , a dandy mix of energetic performances , inspired sight gags and flat-out silliness . hands down , this is the most fun film of the summer . the movie begins with zippy retro-style opening credits that look like they were torn straight out of a '60s slapstick comedy , featuring animated photos of the cast attached to herky-jerky bodies bounding around the screen . then comes the setup . donald sinclair ( john cleese ) , the extremely rich owner of the venetian hotel and casino in las vegas , enjoys concocting unusual bets for his high rolling clients . to that end , he places a half dozen very special tokens in his slot machines . gathering together the lucky token holders , he explains , "" today you have a chance to play a game where the odds of winning are one in six .  "
noreview,"the competition is simple : each contestant gets a key that opens a locker in silver city , n . m . , containing $2 million in cash . "
noreview,"there is a transmitter in every key , so that sinclair and his cronies can keep track of who is ahead . "
noreview,the race has no rules ? whichever contestant reaches the locker first gets the money . 
noreview,"since it would be wrong to spoil any of the jokes , let's use the next few paragraphs to profile the racers . "
noreview,"decked out in flashy , trashy clothing and sporting big hair , vera baker ( whoopi goldberg ) is in town to reunite with the daughter she gave up for adoption as a baby . "
noreview,"she finds that grown-up merrill ( lanai chapman ) is erudite , conservative and more than a little bit wary of this stranger trying to jump into her life . "
noreview,"thrown together , it becomes clear that both women share a fierce competitive nature . "
noreview,owen templeton ( cuba gooding jr . ) is currently the most hated man in america . 
noreview,"an nfl referee , he cost gamblers all over the country enormous amounts of money by blowing a call in a high-profile game . "
noreview,"after escaping from a vengeful cab driver , owen gets to new mexico by masquerading as the driver for a busload of lucy ricardo impersonators heading to a convention . "
noreview,"mr . pollini ( rowan atkinson ) is a cheerful , odd little italian man on holiday in america . "
noreview,he also is narcoleptic and falls asleep at the most inopportune times . 
noreview,"pollini hitches a ride with zack ( wayne knight ) , a hyper-tense ambulance driver carrying a human heart across country for a transplant operation . "
noreview,randy pear ( jon lovitz ) promised his wife beverly ( kathy najimy ) and two kids a fun-filled vacation in las vegas . 
noreview,"fearful that beverly will be angry over his involvement in the race , he claims that he must travel to silver city for a job interview . "
noreview,"beverly insists the family stay together , so they hop in the mini-van and tear off into the desert . "
noreview,"brothers duane ( seth green ) and blaine ( vince vieluf ) cody are young , crooked and stupid . "
noreview,"blaine has a speech impediment due to his poorly self-done tongue piercing , and duane is the only person who can come close to understanding him . "
noreview,the boys will stop at nothing to reach their goal . 
noreview,"finally , nick shaffer ( breckin meyer ) is a no-nonsense lawyer-in-training who recruits helicopter pilot tracy faucet ( amy smart ) for the journey . "
noreview,"at first glance , they seem blandly wholesome , but all that changes when tracy buzzes the home of her boyfriend shawn ( dean cain ) and spies him swimming with another woman . "
noreview,"director jerry zucker ( "" airplane , "" "" ghost "" ) leaps from racer to racer , periodically returning to las vegas where sinclair and mr . grisham ( dave thomas ) , his personality-impaired right hand man , continue cooking up bizarre bets for the gamblers . "
noreview,"as with any zucker production , a few jokes fall flat , but the momentum of the comedy zooms past those missteps . "
noreview,"high points for me include a bit involving kathy bates as a roadside squirrel salesperson and an intricately set up gag that carries jon lovitz and family from a bizarre museum to an outdoor rally , with an utterly tasteless and screamingly funny pay-off . "
noreview,"had i been part of the filmmaking team , i would have ditched a joke where a key is dropped into a baby's clothes and instead had the key get lost in the cleavage of a dozing society matron . "
noreview,it would have drawn the same laugh without the squirm-inducing hint of child molestation . 
noreview,i also would have selected a different band for a concert sequence . 
noreview,"my god , do we really need yet another movie with smash mouth performing "" all star ? "" "
noreview,but enough carping . 
noreview,i've noticed something lately that i've never thought of before . 
noreview,pseudo- substance - hollywood faking deep meanings in their films . 
noreview,"have you ever seen a movie that you really enjoyed , then when you look back , you realize there was something missing ? "
noreview,"more and more , filmmakers seem to be putting out well rehearsed , melodramatic films that evoke strong connotations of being a great film , but if you step aside and reflect on your movie going experience , you may just discover nothing more than elegantly presented fluff . "
noreview,i'm not trying to say city of angels is that bad . 
noreview,"it had a lot going for it , but somewhere along the way , it faltered . "
noreview,"somehow , underneath the seemingly poetic beauty of it all , there was a gigantic hole somebody covered with iridescent performances and glossy cinematography . "
noreview,the predictable ending that shattered our hopes ( even though we saw it coming ) only added to the disappointment . 
noreview,"but for over an hour , city of angels is well worth the time . "
noreview,"nicolas cage is seth , a guardian angel who , like hundreds ( likely thousands or even millions ) of other angels , spends eternity watching over the citizens of mortality ; humans never aware of how much celestial intervention occurs in their life . "
noreview,"meg ryan , in her most subdued performance yet , plays maggie , a doctor who begins to ponder exactly who it is we're fighting against when we fight to keep someone alive . "
noreview,"after losing a patient on the surgery table , these questions envelope maggie , and seth , the angel who was there to oversee the patient's transition into the afterlife , is immediately captivated by the doctor . "
noreview,"he begins following and observing maggie , falling more and more in love with her everyday . "
noreview,"angels , who we quickly learn are not and never were humans , can not experience human sensations such as taste and touch , but they do have the ability to make themselves seen to anyone they desire . "
noreview,"seth's adoration is too much to resist , and eventually he does appear to maggie , quite regularly , although such a thing seems taboo among the angelic community . "
noreview,"the angels are interestingly presented , all of them dressed in black and more reminiscent of hitmen than traditional glowing white entities , but it's a nice touch that never seems like a mere attempt at uniqueness . "
noreview,"cage is a wonderfully versatile actor ( think face/off , raising arizona , and it could happen to you - what a combo ! ) who slips into the role of a heavenly agent quite nicely but threatens sappiness more than once . "
noreview,it's nice to see ryan pick up roles like this and the one in courage under fire . 
noreview,"the two aren't very comparable to each other , but they both deviate from her usual "" intelligently ditzy "" romantic comedy roles , and it's an impressive side of ryan movie goers rarely have the chance to enjoy . "
noreview,"but even though the two leads do an impressive job , it is dennis franz who grabs us with his interpretation of a hospital patient who knows more than meets the eye . "
noreview,"it's a shame that with so much going for it , city of angels falters so much in its final stages , leaving us with the realization that an emotionally incredible movie was out there , they just didn't know quite how to get to it . "
noreview,they struggle for an impacting conclusion and wind up with painful thud rather than an exhilarating high . 
noreview,"filmmakers should know your final impression will be the one you linger on , remember , and convey to others thru word of mouth , so after telling us for 60+ minutes that this film is a glorious masterpiece , they sure leave us with a disheartening taste of mediocrity in our mouths . "
noreview,"based on the german film wings of desire ( that being the english title , of course ) , city of angels is ninety percent success , enough to make most people forgive its shortcomings , even the devastatingly disappointing ending . "
noreview,"most movie goers , the non-cynics anyway , will be too wrapped up in the surreal atmosphere to give criticism to that which needs to be criticized . "
noreview,"nonetheless , city of angels is beautifully captivating , which is probably enough to satisfy those poetic viewers who will appreciate a delve into rich emotional territories . "
noreview,synopsis : bobby garfield ( yelchin ) lives in a small town with his mirthless widowed mother ( hope davis ) . 
noreview,"bobby's world revolves around his friends , especially the spritely carol ( boorem ) . "
noreview,"then one day , a new boarder arrives at bobby's house . "
noreview,ted brautigan ( hopkins ) is an enigmatic man to whom bobby takes an immediate liking . 
noreview,"as the bond between bobby and ted deepens , bobby becomes privy to ted's great secret , an event which will change both of their lives forever . "
noreview,"review : a small but enchanting movie , "" hearts in atlantis "" easily recalls another king-inspired coming-of-age film , "" stand by me "" , both in terms of its setting and the sentiment it conveys . "
noreview,"synopsis : in this movie , steven spielberg , one of today's finest directors , attempts to spice up the 1800s story of a long courtroom battle over the fate of prisoner cinque ( djimon hounsou ) - - a young angry man from sierra leone who was kidnapped into slavery - - and his fellow prisoners . "
noreview,"cinque and friends have landed a ship on the shores of america after escaping spanish slave traders , but since the americans don't speak cinque's language , the black men are hauled into court to determine whether or not they are legally slaves . "
noreview,"technically , since the international slave trade was outlawed at that time , people like cinque couldn't be kidnapped into slavery ; one had to be born a slave to be legally considered a slave . "
noreview,"lawyers baldwin and adams ( matthew mcconaughey and anthony hopkins ) must prove cinque and the others were captured into slavery , rather than born slaves , in order to get them out of prison as free men . "
noreview,"three lengthy court cases are portrayed with spielberg's trademark panache - - flashy beginning , lots of facial close-ups , big music , and dramatic imagery . "
noreview,a final speech by adams is followed by an anticlimax where subtitles show what eventually happened to the various characters . 
noreview,opinion : making a fictional movie is easier than making one about real life . 
noreview,"in fiction , one invents purposeful , clear-cut good guys and bad guys , puts the fictional characters in conflict , and takes the tale to its exciting conclusion . "
noreview,"real life , however , consists of long stretches of boredom with a few dramatic moments and characters who stand around , think thoughts and do nothing , or come and go before events are resolved . "
noreview,spielberg gives us a visually spicy and historically accurate real life story . 
noreview,djimon hounsou and anthony hopkins turn in excellent performances . 
noreview,the police negotiator is the person with the entirely unenviable job of going into ground zero and attempting to talk a dangerous criminal out of doing whatever he or she intends to do . 
noreview,"lives are often at stake , and the criminal is usually armed and most likely mentally unstable , prone to turn on the negotiator at a moment's notice . "
noreview,"the negotiator must therefore be something of an actor , psychologist , and sham artist , in addition to being a police officer ; he must be able to think on his feet and either work toward the goal of ending the confrontation without violence , or failing that , must be prepared to facilitate the conclusion of the crisis through firepower . "
noreview,"most of all , the negotiator must be able to enter a situation with as little intelligence about the scenario as possible , and quickly gain control of the situation , dominate the conversation , and influence the perpetrator into thinking that the end of the conflict is what he really wants . "
noreview,it takes a pretty smart person to do that . 
noreview,but what if the hostage-holding criminal is just as smart ? 
noreview,what if he's also able to think on his feet ? 
noreview,"in fact , what if he also knows all the tricks to turning the situation to his favor ? "
noreview,it is this circumstance which forms the basis for f . gary gray's the negotiator . 
noreview,"in this film , police negotiator danny roman ( samuel l . jackson ) is tipped off by his partner to corruption within the chicago police force . "
noreview,"when his partner turns up shot to death and internal affairs finds incriminating evidence in roman's home , roman becomes the prime suspect of both embezzling from the police disability fund and murder . "
noreview,"faced with the scorn of most of the police department , and under close scrutiny by the media , roman is forced to turn in his badge in one of those typical scenes in the captain's office . "
noreview,"i don't quite remember if the captain actually said , "" i hate to do this , but . . . "" , "
noreview,although it wouldn't surprise me if he did . 
noreview,"luckily , the film soon shakes off the conventionalism and concentrates on the interesting premise mentioned above . "
noreview,"after being offered a take-it-or-leave-it deal by the district attorney , roman resolves to prove his innocence by walking into the office of internal affairs inspector niebaum ( j . t . "
noreview,"walsh ) , taking him and others hostage , and proclaiming he has been framed . "
noreview,"although roman's actions seem forced due to the compressed nature of his motivational build-up , gray redeems himself by involving us with the negotiations between roman and fellow police negotiator chris sabian ( kevin spacey ) which soon ensue . "
noreview,"jackson , while a superb actor , is miscast in the role of roman . "
noreview,"the actor has become so popular , and so often identified as a protagonist ( notable exceptions can be found , such as in jackie brown ) , that we as an audience have a difficult time believing he will carry out his threats . "
noreview,the script also clearly sets him up as the good guy who is only trying to prove his innocence . 
noreview,"how can we believe he's going to shoot a hostage , no matter if the hostage tried to kill him earlier ? "
noreview,"unfortunately , this preconception saps the film of some of it's would-be suspenseful moments , and anything good left in those scenes is largely attributed to jackson's acting ability . "
noreview,"almost every time he's in a scene , jackson steals it without looking back . "
noreview,"when spacey appears , the film has already run about a third of its course . "
noreview,his is an interesting character . 
noreview,"made out to be some kind of negotiating superman , our first look at him has him hopelessly trying to get his family moving to set out on vacation . "
noreview,"plot : a young man who loves heavy metal music and especially the band steel dragon , to whom he's devoted a tribute band in which he sings , gets launched into stardom when the real group get rid of their lead singer and call on him to take his place . "
noreview,critique : i'm a sucker for movies like this . 
noreview,"a young man with a humble background and lofty dreams , works hard , devotes the time , the energy and the patience , and ultimately hits it big-time . "
noreview,"in the case of this film , our boy loves a certain heavy metal band and as luck would have it ( yup , luck always finds its way into these types of equations , although generally tied very closely to hard work ) , they need a new singer . "
noreview,"his entry and adaptation to the whole "" rock 'n roll "" lifestyle fills the rest of the film and is really fun to watch . "
noreview,although i will preface this by saying that one thing that would definitely enhance your appreciation for this film is your own love ( or past love ) of heavy metal music and the whole scene around it . 
noreview,"metal was one of my first loves as a teen and even though the genre of music isn't that prominent anymore , i still check out my motley crue , twisted sister and anthrax cds every now and again . "
noreview,"that's not to say that you won't like this film if you don't like the music , but the music and live performances from the band , play a big part in the movie , and i for one , had a blast watching and listening to it all . "
noreview,but the even greater draw in this film is the standout performance given here by mark wahlberg . 
noreview,"wow , hand this fella some major props , as he totally becomes this heavy metal geek/god ( incidentally , metal god was the film's original title , and a much better one if you ask me ) . "
noreview,he is this movie and i was quite taken by his character pretty much the whole way through . 
noreview,"he came off like a regular guy with extremely passionate goals and work ethic , who was willing to do anything in order to fulfill his dreams . "
noreview,"aniston was also surprisingly good as the girlfriend ( and the romance angle between them was sweet ) , but she didn't pull me in hard enough during their emotional scenes . "
noreview,"i was also impressed by some of the "" real "" musicians who played in the film ( zakk wylde from ozzy osbourne , jeff pilson from dokken , stephan jenkins from third eye blind , blas elias from slaughter ) , but actor dominic west as kirk cuddy made the biggest impression among the band members . "
noreview,"it's to note that this film was based on a real-life tale of a young man who used to sing in a judas priest cover band and then went on to become their actual singer ( their original singer also admitted to being gay , as in this film ) . "
noreview,"just for the record , i'm certainly not recommending this film for its originality or surprise elements , since most of this stuff has already been covered in some way or another in other movies , but because it's a fun , uplifting , well-paced movie with a solid central showing by wahlberg and energetic live performances . "
noreview,"oh yeah , and for those who dig the "" heavier "" side of music , the soundtrack also rocks ! ! "
noreview,you see . . . dreams 
noreview,can come true . . . 
noreview,carry on matron is the last great carry-on film in my opinion . 
noreview,"made in 1972 , it still features most of the regulars of this genre . "
noreview,"sid james plays the head of a gang of crooks intent on stealing contraceptive pills from the local maternity hospital and selling them off to make a profit , kenneth williams is sir bernard cutting , head of the hospital but also a hypochondriac , hattie jacques re-takes her role as matron , and charles hawtrey is the psychiatrist dr . goode . "
noreview,"the jokes come in fast and so do the laughs , with humorous antics between the matron and sir bernard . "
noreview,"this time , williams is after matron ( jacques ) when he needs to prove himself that he is a man after visiting dr . goode . "
noreview,"the doctor ( hawtrey ) is sworn to secrecy : - "" i assure you , that anything you say to me today will go in one ear and straight out of the other ! "" "
noreview,bernard thinks he is having a sex change and needs to prove himself . 
noreview,"there are great cameos from joan sims , an expectant mother who is many weeks overdue and is eating constantly in every scene , and from kenneth connor as the expectant father who still thinks he's at work ( at the railway station ) . "
noreview,sid james' gang including cyril his son ( kenneth cope ) try to find out where the pills are by getting cyril to dress up as a nurse and live in at the nurses home . 
noreview,he has to share a room with nurse ball ( barbara windsor ) and she soon sees through him ! 
noreview,the film ends with the attempted robbery of the hospital's pills with panic ensuing . 
noreview,"there are good performances by hattie jacques as the matron , however her character seems a little more subdued and quieter than her previous 'matron's' . "
noreview,"williams is , as usual , on top form , but sid james isn't given a very good part in this movie and i would forgive anyone to forget that he was in the movie at all . "
noreview,"the same does not go for charles hawtrey , for although he only first appears in the movie after 30 minutes gone and has scarce screen time , he seems to steal every scene he is in . "
noreview,"by not making use of sid james and barbara windsor's talent to full effect , the film seems to flounder , but it certainly makes up for it with it's good storyline and it's other appealing characters . "
noreview,this film is genuinely funny and i could watch it again and again and not get bored ! 
noreview,"the ultimate match up between good and evil , "" the untouchables "" is an excellent movie because it looks deeper into an already examined rivalry . "
noreview,"based on the 1959 television show of the same title , "" the untouchables "" may be an exaggeration of the real life events that took place , but it fits together perfectly with some beautifully filmed action sequences , some excellent acting , a memorable score , and a clever script . "
noreview,the film takes place in chicago during the prohibition era where mobsters led by the ruthless al capone run an underground market of liquor to the demanding public . 
noreview,elliot ness and a small force of men known as the untouchables attempt the impossible by trying to stop capone and trying to maintain peace and order . 
noreview,"however , as ness soon learns , in order to stabilize peace , you have to bend a few laws . "
noreview,the fact that capone is evil is very apparent from the first few scenes . 
noreview,"the film begins with capone , played perfectly by deniro , declaring that he is not a violent man and he is a firm believer in following all laws . "
noreview,the film then quickly transfers to the next scene in which one of capone's men bombs a restaurant that contains many innocent people including a little girl . 
noreview,"from this point we know capone is evil , not only because he kills without hesitation , but also because he is a lying bastard . "
noreview,"right from the first five minutes of the film , de palma has created a hatred towards capone and he shows that this man must be brought down at all costs . "
noreview,"this developed hatred is before the film's hero , ness , is even introduced . "
noreview,i found this approach to be very clever because in a small duration of time there is a great amount of admiration for ness and an equal amount of hatred for capone . 
noreview,the film only gets better from this point . 
noreview,"with the formation of the untouchables , there is a group of men wearing long , dark overcoats and hats . "
noreview,they walk in unison and they only look forward . 
noreview,as they walk down the streets they are observed and feared by citizens . 
noreview,"holding shot guns and pistols in their hands to stop criminals , this image of vigilantes must have influenced future films . "
noreview,"one that comes to mind is "" the matrix "" when neo , morpheus , trinity , and the rest of the gang first come into the virtual world . "
noreview,"wearing more futuristic outfits of the same 1930's style , the similarities between these two are countless . "
noreview,"having not seen , "" who framed roger rabbit "" in over 10 years , and not remembering much besides that i liked it then , i decided to rent it recently . "
noreview,watching it i was struck by just how brilliant a film it is . 
noreview,"aside from the fact that it's a milestone in animation in movies ( it's the first film to combine real actors and cartoon characters , have them interact , and make it convincingly real ) and a great entertainment it's also quite an effective comedy/mystery . "
noreview,"while the plot may be somewhat familiar the characters are original , especially baby herman , and watching them together is a lot of fun . "
noreview,the story begins in hollywood in 1947 . 
noreview,"cartoon star roger rabbit is blowing takes and having trouble keeping his mind on work , so hard-boiled private detective eddie valiant ( bob hoskins ) is called in by studio head r . k . "
noreview,maroon ( alan tilvern ) to try to help get roger's mind back on work . 
noreview,"maroon thinks that roger's wife , jessica's , possible unfaithfulness to him might be the cause of distraction and tells eddie to get some photos of her in the act before it costs him any more money in reshoots . "
noreview,"valiant takes some photos of jessica playing , `patty cake' with marvin acme ( stubby kaye ) , the owner of toontown ( where all of the cartoon characters live ) and takes them to maroon . "
noreview,"upon seeing them , roger is emotionally destroyed and soon after acme is found dead and roger rabbit is the prime suspect . "
noreview,the rest of the movie follows valiant and roger as they run around town ( and eventually toontown ) trying to clear roger's good name . 
noreview,along the way they meet judge doom ( christopher lloyd ) a judge-jury-and executioner type who's out to get roger and has discovered the one and only way to kill a `toon . ' 
noreview,`who framed roger rabbit' won 4 academy awards including a special achievement award for richard williams for animation direction and creation of the cartoon characters ( williams and his teams went through the film frame by frame and hand drew the cartoon characters in ) . 
noreview,"director robert zemekis must be given an equal amount of praise for overseeing the entire production , which included hundreds of animators . "
noreview,also bob hoskins' performance should be credited . 
noreview,"he , in addition to the rest of the human cast , finds the right note to play in all of the scenes with his cartoon co-stars . "
noreview,"according to the internet movie database , hoskins studied his young daughter to learn how to act with imaginary characters and i guess his hard work paid off . "
noreview,`who framed roger rabbit' is a rare film . 
noreview,one that not only presented a great challenge to the filmmakers but one that can be enjoyed by the whole family ( although some very young viewers may be a little scared by judge doom ) . 
noreview,"do yourself a favor and rent it , `p-p-p-p-please . "" "
noreview,there's something about ben stiller that makes him a popular choice among casting directors these days . 
noreview,"stiller currently has three projects in circulation , and what other actor can lay claim to that ? "
noreview,"he's in "" there's something about mary , "" which i * still * haven't seen . "
